hour,os,nip_h_os
15,244,3
15,245,7
15,250,3
15,251,4
15,252,2
15,253,2
15,260,5
15,269,1
15,272,1
15,274,1
15,276,1
15,277,2
15,278,2
15,281,18
15,284,2
15,287,1
15,296,1
15,300,3
15,301,2
15,302,4
15,303,1
15,305,1
15,315,2
15,319,1
15,324,1
15,326,1
15,327,1
15,329,1
15,355,1
15,379,3
15,380,2
15,385,1
15,400,3
15,404,1
15,406,12
15,414,1
15,438,2
15,451,1
15,458,2
15,461,2
15,470,1
15,485,1
15,504,1
15,505,2
15,508,1
15,512,1
15,514,1
15,522,1
15,530,7
15,541,2
15,562,9
15,570,4
15,579,1
15,603,2
15,607,31086
15,619,1
15,620,1
15,633,2
15,634,4
15,641,1
15,642,1
15,650,1
15,662,1
15,670,1
15,683,1
15,689,17
15,693,1
15,699,1
15,708,1
15,720,1
15,728,1
15,738,1
15,748,9243
15,760,1
15,768,1
15,777,3
15,779,10
15,787,2
15,810,2
15,818,1
15,821,1
15,822,2
15,836,2
15,866,10513
15,883,2
15,893,1
15,910,2
15,915,2
15,936,1
15,949,1
16,0,9012
16,1,79570
16,2,20596
16,3,98975
16,4,19089
16,5,4831
16,6,175130
16,7,6980
16,8,209412
16,9,160702
16,10,213694
16,11,43896
16,12,73187
16,13,1578850
16,14,104673
16,15,167776
16,16,133712
16,17,389856
16,18,363985
16,19,1665240
16,20,161605
16,21,3320
16,22,278909
16,23,66227
16,24,9197
16,25,174649
16,26,33058
16,27,64025
16,28,54563
16,29,2978
16,30,37188
16,31,28359
16,32,54796
16,34,10085
16,35,65504
16,36,24057
16,37,93161
16,38,4902
16,39,3000
16,40,23065
16,41,90576
16,42,12846
16,43,10596
16,44,7024
16,45,8
16,46,10028
16,47,48173
16,48,6591
16,49,26656
16,50,1312
16,52,1899
16,53,49584
16,54,38
16,55,2266
16,56,5514
16,57,954
16,58,8942
16,59,445
16,60,571
16,61,11
16,62,1862
16,63,1071
16,64,2224
16,65,5754
16,66,2520
16,67,304
16,68,112
16,69,523
16,70,4403
16,71,240
16,72,155
16,73,1427
16,74,397
16,75,9
16,76,824
16,77,1693
16,78,191
16,79,3127
16,80,169
16,81,231
16,83,393
16,84,91
16,85,584
16,86,88
16,87,113
16,88,32
16,89,103
16,90,1002
16,91,5
16,92,122
16,93,7
16,94,3
16,95,57
16,96,552
16,97,2137
16,98,805
16,99,8
16,100,719
16,101,23
16,102,234
16,103,5
16,104,7
16,105,96
16,106,113
16,107,85
16,108,2
16,109,265
16,110,42
16,111,84
16,112,210
16,113,72
16,114,66
16,115,18
16,116,3
16,117,43
16,118,153
16,119,34
16,120,3
16,121,3
16,122,5
16,123,73
16,124,25
16,125,18
16,126,8
16,127,10
16,128,8
16,129,3
16,130,3
16,132,115
16,133,54
16,134,57
16,135,19
16,137,44
16,138,35
16,140,47
16,141,44
16,142,95
16,143,1
16,145,97
16,147,13
16,148,2
16,149,20
16,150,6
16,151,1
16,152,159
16,153,26
16,155,141
16,156,21
16,157,8
16,158,5
16,159,7
16,160,3
16,161,13
16,162,3
16,163,8
16,164,59
16,166,1
16,168,11
16,169,3
16,171,21
16,172,9
16,174,22
16,175,9
16,176,2
16,177,8
16,178,134
16,181,1
16,183,18
16,184,18
16,185,7
16,188,12
16,190,1
16,192,10
16,193,11
16,196,1
16,198,17
16,199,1
16,205,2
16,207,1
16,209,2
16,213,5
16,214,8
16,215,2
16,217,8
16,223,16
16,226,2
16,231,1
16,233,1
16,234,1
16,236,1
16,237,10
16,241,1
16,243,5
16,245,18
16,248,1
16,251,5
16,252,12
16,254,1
16,255,1
16,260,8
16,261,2
16,262,1
16,265,28
16,272,1
16,281,4
16,282,1
16,284,9
16,286,1
16,300,2
16,302,5
16,305,13
16,306,7
16,308,2
16,319,1
16,324,1
16,326,7
16,329,4
16,336,3
16,342,7
16,343,3
16,346,1
16,352,4
16,382,2
16,400,1
16,404,3
16,414,4
16,438,6
16,453,1
16,455,1
16,508,1
16,512,1
16,514,1
16,522,1
16,552,1
16,571,2
16,599,1
16,602,1
16,603,4
16,607,20580
16,610,1
16,617,1
16,619,1
16,620,1
16,628,1
16,640,2
16,645,1
16,651,1
16,671,1
16,689,23
16,690,1
16,692,1
16,707,1
16,712,1
16,715,1
16,722,1
16,748,18523
16,767,1
16,800,2
16,801,1
16,808,2
16,814,1
16,816,1
16,850,4
16,854,2
16,857,1
16,864,1
16,866,6119
16,890,1
16,895,1
16,933,1
16,941,2
17,0,6364
17,1,42240
17,2,10791
17,3,55176
17,4,10573
17,5,2875
17,6,98821
17,7,4088
17,8,114800
17,9,81712
17,10,119882
17,11,25701
17,12,41866
17,13,845955
17,14,60632
17,15,90185
17,16,71204
17,17,222074
17,18,200913
17,19,917080
17,20,94694
17,21,1693
17,22,156637
17,23,36190
17,24,5067
17,25,95435
17,26,19415
17,27,35993
17,28,30710
17,29,1701
17,30,20088
17,31,16259
17,32,32040
17,34,5907
17,35,36074
17,36,13736
17,37,52795
17,38,3851
17,39,1630
17,40,12988
17,41,51227
17,42,7620
17,43,6156
17,44,4556
17,46,4930
17,47,28858
17,48,3558
17,49,17078
17,50,824
17,52,1115
17,53,30442
17,54,7
17,55,1771
17,56,3508
17,57,621
17,58,4842
17,59,283
17,60,353
17,61,18
17,62,1108
17,63,683
17,64,1151
17,65,4091
17,66,1117
17,67,148
17,68,58
17,69,48
17,70,2533
17,71,164
17,72,74
17,73,1001
17,74,205
17,76,806
17,77,803
17,78,69
17,79,1372
17,80,62
17,81,89
17,83,212
17,84,49
17,85,310
17,86,50
17,87,58
17,88,39
17,89,91
17,90,539
17,91,33
17,92,91
17,94,6
17,95,16
17,96,646
17,97,1311
17,98,490
17,99,3
17,100,316
17,101,19
17,102,197
17,103,3
17,104,6
17,105,75
17,106,63
17,107,37
17,108,46
17,109,241
17,110,25
17,111,72
17,112,141
17,113,84
17,114,27
17,115,23
17,116,3
17,117,84
17,118,85
17,119,20
17,122,1
17,123,16
17,124,20
17,125,5
17,126,7
17,127,3
17,128,13
17,129,14
17,130,1
17,132,55
17,133,37
17,134,32
17,135,18
17,137,22
17,138,39
17,140,32
17,141,26
17,142,14
17,145,52
17,147,21
17,148,17
17,149,29
17,150,3
17,152,18
17,153,8
17,154,1
17,155,86
17,156,10
17,158,2
17,159,15
17,160,2
17,161,3
17,162,4
17,163,6
17,164,37
17,168,1
17,169,9
17,172,5
17,174,21
17,175,5
17,177,4
17,178,46
17,183,13
17,184,3
17,185,4
17,188,4
17,190,1
17,192,4
17,196,11
17,197,1
17,198,25
17,203,3
17,205,3
17,207,22
17,208,1
17,209,4
17,213,4
17,214,5
17,215,1
17,216,1
17,217,1
17,219,1
17,222,3
17,223,4
17,228,3
17,229,1
17,237,6
17,241,1
17,242,1
17,245,2
17,248,1
17,251,5
17,252,5
17,256,1
17,260,6
17,274,3
17,277,2
17,281,1
17,284,9
17,286,2
17,289,3
17,294,2
17,300,9
17,305,1
17,316,1
17,326,3
17,329,1
17,392,1
17,404,2
17,405,2
17,427,1
17,451,1
17,464,1
17,465,1
17,514,3
17,541,2
17,603,7
17,607,12146
17,610,1
17,616,2
17,617,1
17,647,2
17,656,1
17,689,83
17,692,1
17,702,1
17,748,10959
17,764,1
17,779,2
17,799,1
17,841,1
17,857,1
17,866,4941
18,0,3673
18,1,26151
18,2,6863
18,3,33687
18,4,6456
18,5,1482
18,6,57041
18,7,2492
18,8,63495
18,9,48842
18,10,69651
18,11,15688
18,12,24217
18,13,486187
18,14,33763
18,15,53152
18,16,39800
18,17,129585
18,18,116490
18,19,518905
18,20,52402
18,21,925
18,22,90001
18,23,21772
18,24,3107
18,25,53456
18,26,11774
18,27,22717
18,28,15314
18,29,961
18,30,12560
18,31,9694
18,32,19278
18,34,2975
18,35,21596
18,36,8799
18,37,32731
18,38,3038
18,39,1134
18,40,7447
18,41,30870
18,42,4755
18,43,3806
18,44,2585
18,46,2986
18,47,16529
18,48,1936
18,49,8919
18,50,653
18,52,829
18,53,16712
18,54,79
18,55,1232
18,56,1680
18,57,468
18,58,2855
18,59,495
18,60,307
18,61,15
18,62,631
18,63,390
18,64,563
18,65,3194
18,66,820
18,67,26
18,68,39
18,69,49
18,70,1535
18,71,140
18,72,41
18,73,585
18,74,57
18,76,660
18,77,652
18,78,17
18,79,1219
18,80,37
18,81,58
18,83,178
18,84,22
18,85,189
18,86,16
18,87,57
18,88,17
18,89,28
18,90,316
18,91,2
18,92,33
18,93,11
18,94,1
18,95,14
18,96,203
18,97,766
18,98,302
18,99,3
18,100,242
18,102,93
18,103,7
18,104,2
18,105,19
18,106,45
18,107,72
18,108,24
18,109,83
18,110,5
18,111,56
18,112,139
18,113,57
18,114,24
18,115,19
18,116,2
18,117,8
18,118,16
18,119,2
18,120,23
18,122,6
18,123,20
18,124,10
18,125,4
18,127,3
18,128,5
18,129,7
18,130,8
18,131,1
18,132,96
18,133,51
18,134,39
18,135,9
18,137,17
18,138,29
18,140,2
18,141,27
18,142,16
18,145,138
18,147,3
18,148,4
18,149,17
18,152,29
18,153,5
18,155,90
18,156,1
18,158,15
18,160,1
18,162,6
18,163,6
18,164,45
18,168,1
18,171,1
18,172,1
18,174,10
18,175,2
18,177,1
18,178,28
18,184,27
18,185,3
18,188,23
18,190,4
18,192,2
18,196,2
18,198,27
18,199,4
18,205,3
18,207,11
18,209,2
18,213,4
18,214,8
18,217,12
18,223,3
18,228,1
18,231,3
18,234,1
18,237,1
18,239,1
18,241,1
18,243,1
18,251,2
18,254,4
18,260,2
18,268,1
18,272,3
18,274,1
18,281,4
18,284,14
18,286,3
18,306,2
18,316,1
18,324,1
18,326,5
18,355,1
18,379,2
18,391,3
18,404,3
18,464,1
18,470,1
18,514,2
18,573,1
18,603,4
18,607,7169
18,622,1
18,649,1
18,687,1
18,716,1
18,736,4
18,748,7208
18,780,3
18,812,1
18,839,1
18,848,1
18,866,2739
18,871,1
18,875,1
19,0,2620
19,1,17788
19,2,5492
19,3,23905
19,4,4653
19,5,1026
19,6,38011
19,7,2228
19,8,45558
19,9,35037
19,10,45678
19,11,11156
19,12,17079
19,13,331112
19,14,21263
19,15,34781
19,16,24835
19,17,85900
19,18,78650
19,19,352509
19,20,36282
19,21,606
19,22,58567
19,23,16584
19,24,2316
19,25,35505
19,26,7663
19,27,16007
19,28,11168
19,29,715
19,30,10144
19,31,6709
19,32,13010
19,34,1842
19,35,14625
19,36,5439
19,37,23846
19,38,3196
19,39,766
19,40,5035
19,41,20868
19,42,3724
19,43,2890
19,44,1372
19,46,2095
19,47,12371
19,48,1470
19,49,6197
19,50,499
19,52,585
19,53,12113
19,54,119
19,55,1063
19,56,1328
19,57,284
19,58,2042
19,59,452
19,60,199
19,61,6
19,62,599
19,63,391
19,64,536
19,65,2892
19,66,626
19,67,11
19,68,15
19,69,103
19,70,1245
19,71,72
19,72,15
19,73,302
19,74,37
19,76,675
19,77,594
19,78,35
19,79,717
19,80,71
19,81,12
19,83,173
19,84,46
19,85,180
19,86,19
19,87,12
19,88,6
19,89,15
19,90,192
19,91,32
19,92,19
19,95,10
19,96,104
19,97,532
19,98,247
19,100,117
19,101,3
19,102,129
19,103,8
19,104,1
19,105,21
19,106,23
19,107,5
19,109,143
19,110,85
19,111,45
19,112,30
19,113,26
19,114,6
19,115,5
19,116,1
19,117,19
19,118,7
19,119,6
19,120,1
19,122,7
19,123,47
19,124,6
19,125,5
19,126,9
19,127,4
19,129,3
19,132,66
19,133,24
19,134,49
19,135,1
19,137,21
19,138,23
19,140,4
19,141,1
19,142,6
19,145,5
19,147,5
19,148,9
19,149,12
19,150,3
19,151,1
19,152,37
19,153,2
19,155,54
19,156,4
19,159,10
19,161,2
19,162,1
19,163,4
19,164,3
19,168,1
19,171,6
19,173,1
19,174,48
19,177,3
19,178,29
19,181,1
19,183,8
19,184,4
19,185,1
19,188,14
19,198,19
19,199,1
19,205,2
19,207,3
19,208,10
19,215,2
19,216,1
19,222,1
19,223,3
19,228,3
19,241,2
19,245,2
19,248,4
19,251,2
19,252,3
19,260,1
19,269,2
19,277,1
19,278,1
19,281,4
19,284,9
19,286,1
19,287,2
19,300,3
19,302,1
19,324,1
19,326,2
19,404,2
19,505,1
19,557,1
19,603,1
19,607,5066
19,649,1
19,675,1
19,700,1
19,748,5661
19,829,1
19,831,1
19,866,1895
19,878,1
19,945,1
20,0,3103
20,1,14790
20,2,6199
20,3,20054
20,4,3796
20,5,1447
20,6,34601
20,7,1904
20,8,36414
20,9,31445
20,10,35353
20,11,9763
20,12,15345
20,13,275371
20,14,15824
20,15,27432
20,16,19090
20,17,68716
20,18,59743
20,19,278553
20,20,28305
20,21,600
20,22,46886
20,23,12309
20,24,2352
20,25,29195
20,26,6608
20,27,16072
20,28,9460
20,29,600
20,30,9064
20,31,5689
20,32,11988
20,34,1903
20,35,11025
20,36,4542
20,37,21541
20,38,3230
20,39,590
20,40,4355
20,41,15978
20,42,3017
20,43,2641
20,44,1087
20,46,1412
20,47,10773
20,48,1113
20,49,4620
20,50,516
20,52,764
20,53,10151
20,54,45
20,55,937
20,56,1261
20,57,241
20,58,2452
20,59,421
20,60,110
20,62,465
20,63,428
20,64,737
20,65,1653
20,66,491
20,67,8
20,68,26
20,69,61
20,70,845
20,71,132
20,72,31
20,73,317
20,74,47
20,75,9
20,76,687
20,77,464
20,78,28
20,79,931
20,80,35
20,81,44
20,83,224
20,84,36
20,85,210
20,86,15
20,87,10
20,88,5
20,89,7
20,90,265
20,91,1
20,92,63
20,93,2
20,96,147
20,97,545
20,98,271
20,100,197
20,101,2
20,102,43
20,103,4
20,104,2
20,105,17
20,106,20
20,107,5
20,108,1
20,109,88
20,110,38
20,111,36
20,112,47
20,113,12
20,114,6
20,115,14
20,116,1
20,117,1
20,118,7
20,119,1
20,122,5
20,123,48
20,124,9
20,125,3
20,126,11
20,129,3
20,132,33
20,133,21
20,134,28
20,137,14
20,138,25
20,140,24
20,141,8
20,143,33
20,145,6
20,147,6
20,149,9
20,151,3
20,152,1
20,153,5
20,155,88
20,156,10
20,159,3
20,163,2
20,164,20
20,169,1
20,172,2
20,174,2
20,175,10
20,177,1
20,178,16
20,184,4
20,185,2
20,188,2
20,198,22
20,199,1
20,205,1
20,207,9
20,213,1
20,214,2
20,216,1
20,223,3
20,229,1
20,232,1
20,237,2
20,239,1
20,243,2
20,244,2
20,245,2
20,251,3
20,254,2
20,260,2
20,261,1
20,268,1
20,274,1
20,281,2
20,284,2
20,286,2
20,326,3
20,351,1
20,404,1
20,451,1
20,493,1
20,514,3
20,559,1
20,566,1
20,603,2
20,607,5008
20,630,1
20,675,1
20,701,1
20,716,1
20,748,5535
20,786,1
20,798,1
20,813,1
20,866,2663
20,942,1
21,0,4675
21,1,17486
21,2,9491
21,3,24761
21,4,6091
21,5,2587
21,6,38782
21,7,2277
21,8,39022
21,9,45451
21,10,42059
21,11,14650
21,12,16281
21,13,339157
21,14,16587
21,15,34849
21,16,23150
21,17,84832
21,18,71039
21,19,357366
21,20,34346
21,21,1158
21,22,54961
21,23,14326
21,24,4390
21,25,34044
21,26,8074
21,27,18473
21,28,11901
21,29,816
21,30,11986
21,31,5481
21,32,16111
21,34,2415
21,35,13773
21,36,6818
21,37,30400
21,38,3731
21,39,598
21,40,5164
21,41,19583
21,42,5053
21,43,3436
21,44,1416
21,46,1840
21,47,14670
21,48,1655
21,49,5556
21,50,904
21,52,1078
21,53,14168
21,54,86
21,55,898
21,56,1893
21,57,160
21,58,3515
21,59,464
21,60,233
21,61,4
21,62,323
21,63,488
21,64,1320
21,65,1947
21,66,936
21,67,3
21,68,20
21,69,119
21,70,1514
21,71,168
21,72,33
21,73,444
21,74,145
21,75,12
21,76,683
21,77,778
21,78,52
21,79,1672
21,80,58
21,81,36
21,83,143
21,84,43
21,85,356
21,86,24
21,87,33
21,88,4
21,89,5
21,90,463
21,91,7
21,92,42
21,93,1
21,95,30
21,96,195
21,97,640
21,98,164
21,99,1
21,100,257
21,102,57
21,103,4
21,104,4
21,105,48
21,106,58
21,107,20
21,108,2
21,109,110
21,110,43
21,111,19
21,112,102
21,113,9
21,114,14
21,115,6
21,116,2
21,117,14
21,118,38
21,119,2
21,122,7
21,123,11
21,124,17
21,125,1
21,126,12
21,128,6
21,129,2
21,130,11
21,132,87
21,133,42
21,134,6
21,135,1
21,137,111
21,138,23
21,140,21
21,141,20
21,142,1
21,143,67
21,145,22
21,147,5
21,148,1
21,149,19
21,151,3
21,152,6
21,153,2
21,155,19
21,156,20
21,160,1
21,162,1
21,163,5
21,164,3
21,168,1
21,169,16
21,171,34
21,172,14
21,174,28
21,175,10
21,178,2
21,183,3
21,184,9
21,185,2
21,188,1
21,190,3
21,192,1
21,193,1
21,196,3
21,198,8
21,199,1
21,201,1
21,202,4
21,205,1
21,207,4
21,208,3
21,214,2
21,215,2
21,222,1
21,223,1
21,226,4
21,228,3
21,231,1
21,232,1
21,237,1
21,241,1
21,243,1
21,244,2
21,248,1
21,251,1
21,252,2
21,254,1
21,277,1
21,278,1
21,281,1
21,284,6
21,286,3
21,287,1
21,305,1
21,322,1
21,324,1
21,326,3
21,342,2
21,364,1
21,369,1
21,372,1
21,380,2
21,400,1
21,404,2
21,477,2
21,514,1
21,530,3
21,579,3
21,603,2
21,607,7373
21,610,1
21,649,3
21,657,1
21,681,1
21,704,1
21,726,1
21,737,1
21,748,8269
21,775,1
21,776,1
21,851,1
21,866,2652
22,0,9131
22,1,42084
22,2,18882
22,3,56165
22,4,13076
22,5,4255
22,6,87641
22,7,4814
22,8,95221
22,9,107016
22,10,93183
22,11,32489
22,12,37860
22,13,799130
22,14,37881
22,15,83398
22,16,54818
22,17,182780
22,18,160362
22,19,876876
22,20,75378
22,21,2130
22,22,136594
22,23,31614
22,24,8775
22,25,78914
22,26,17301
22,27,37948
22,28,27459
22,29,1573
22,30,25022
22,31,12672
22,32,35691
22,34,5183
22,35,33256
22,36,15797
22,37,63615
22,38,6276
22,39,1516
22,40,12325
22,41,44608
22,42,11127
22,43,7717
22,44,2908
22,46,5058
22,47,30758
22,48,2857
22,49,12019
22,50,2155
22,52,2019
22,53,31767
22,54,100
22,55,1588
22,56,3079
22,57,206
22,58,8125
22,59,568
22,60,391
22,61,2
22,62,643
22,63,845
22,64,2368
22,65,2757
22,66,1855
22,67,104
22,68,63
22,69,138
22,70,2939
22,71,194
22,72,75
22,73,1199
22,74,280
22,75,25
22,76,920
22,77,2106
22,78,201
22,79,2905
22,80,55
22,81,182
22,83,563
22,84,129
22,85,567
22,86,62
22,87,101
22,88,23
22,89,8
22,90,681
22,91,7
22,92,99
22,94,5
22,95,36
22,96,434
22,97,1080
22,98,513
22,99,2
22,100,437
22,101,37
22,102,125
22,103,26
22,104,5
22,105,11
22,106,156
22,107,101
22,108,2
22,109,520
22,110,39
22,111,123
22,112,214
22,113,12
22,114,64
22,115,4
22,116,7
22,117,52
22,118,145
22,119,13
22,122,11
22,123,15
22,124,12
22,125,7
22,126,2
22,127,7
22,128,2
22,129,9
22,130,17
22,132,117
22,133,54
22,134,46
22,135,6
22,136,1
22,137,70
22,138,24
22,139,3
22,140,10
22,141,11
22,142,14
22,143,8
22,145,60
22,147,8
22,148,4
22,149,11
22,150,3
22,151,2
22,152,134
22,153,16
22,155,85
22,156,21
22,158,16
22,159,6
22,162,5
22,163,4
22,164,131
22,168,4
22,169,1
22,171,58
22,172,48
22,173,3
22,174,42
22,175,34
22,178,9
22,181,2
22,184,15
22,185,4
22,188,1
22,190,5
22,192,1
22,193,2
22,196,1
22,198,56
22,199,8
22,205,2
22,207,15
22,208,18
22,209,21
22,213,4
22,214,4
22,215,4
22,217,1
22,222,6
22,223,7
22,226,2
22,228,6
22,229,1
22,234,1
22,237,1
22,245,5
22,246,2
22,248,1
22,251,3
22,252,4
22,260,8
22,261,4
22,262,1
22,274,1
22,281,4
22,284,4
22,286,3
22,295,1
22,302,1
22,305,19
22,314,1
22,321,6
22,326,1
22,338,1
22,355,1
22,357,1
22,373,1
22,376,2
22,379,1
22,385,3
22,404,2
22,407,2
22,411,2
22,451,1
22,452,1
22,475,2
22,505,1
22,508,1
22,520,1
22,531,6
22,566,2
22,603,1
22,607,15185
22,612,2
22,640,2
22,645,2
22,653,1
22,684,1
22,686,1
22,688,1
22,689,7
22,726,1
22,737,1
22,748,15470
22,799,1
22,804,1
22,806,1
22,842,1
22,866,5061
22,877,1
23,0,11443
23,1,79662
23,2,24049
23,3,106777
23,4,23216
23,5,5910
23,6,164164
23,7,8180
23,8,190527
23,9,165754
23,10,184740
23,11,51271
23,12,73447
23,13,1544962
23,14,83304
23,15,162774
23,16,110703
23,17,350889
23,18,318790
23,19,1793847
23,20,141827
23,21,3197
23,22,298596
23,23,68887
23,24,10607
23,25,155674
23,26,31154
23,27,66949
23,28,49927
23,29,2419
23,30,43325
23,31,28071
23,32,63090
23,34,10212
23,35,64141
23,36,28048
23,37,115589
23,38,5421
23,39,3434
23,40,22293
23,41,89362
23,42,13726
23,43,12725
23,44,6544
23,46,9701
23,47,51752
23,48,5196
23,49,22350
23,50,2723
23,52,2397
23,53,64288
23,54,56
23,55,1902
23,56,4517
23,57,402
23,58,9236
23,59,587
23,60,278
23,61,6
23,62,1380
23,63,1043
23,64,2179
23,65,2731
23,66,2621
23,67,163
23,68,51
23,69,304
23,70,3680
23,71,257
23,72,91
23,73,1720
23,74,238
23,75,5
23,76,1009
23,77,1827
23,78,210
23,79,2314
23,80,176
23,81,240
23,83,421
23,84,97
23,85,521
23,86,39
23,87,169
23,88,70
23,89,59
23,90,722
23,91,4
23,92,128
23,93,2
23,94,22
23,95,45
23,96,908
23,97,1288
23,98,849
23,99,2
23,100,707
23,101,60
23,102,191
23,103,7
23,104,4
23,105,76
23,106,54
23,107,92
23,108,16
23,109,992
23,110,220
23,111,57
23,112,195
23,113,20
23,114,15
23,115,12
23,116,7
23,117,92
23,118,123
23,119,11
23,120,2
23,121,2
23,122,6
23,123,51
23,124,17
23,125,1
23,126,19
23,127,7
23,128,8
23,129,6
23,130,7
23,131,3
23,132,163
23,133,61
23,134,147
23,135,18
23,136,1
23,137,63
23,138,13
23,139,3
23,140,93
23,141,49
23,142,13
23,143,3
23,145,54
23,146,1
23,147,5
23,148,12
23,149,9
23,150,1
23,151,81
23,152,102
23,153,13
23,155,80
23,156,30
23,157,2
23,158,23
23,159,9
23,162,1
23,163,9
23,164,11
23,168,11
23,169,5
23,171,18
23,172,9
23,173,4
23,174,78
23,175,39
23,177,7
23,178,27
23,179,1
23,181,1
23,183,6
23,184,70
23,185,3
23,188,8
23,190,2
23,191,4
23,192,1
23,193,17
23,196,7
23,198,43
23,199,8
23,201,2
23,205,8
23,207,17
23,208,2
23,209,3
23,213,9
23,214,9
23,215,2
23,217,3
23,222,4
23,223,9
23,228,8
23,229,1
23,231,1
23,232,1
23,233,1
23,237,2
23,239,1
23,241,1
23,243,1
23,245,49
23,248,2
23,250,1
23,252,1
23,256,2
23,260,2
23,261,1
23,262,1
23,265,3
23,268,2
23,274,7
23,280,1
23,281,10
23,284,4
23,287,2
23,297,1
23,302,3
23,305,16
23,306,12
23,315,2
23,321,1
23,325,1
23,326,2
23,346,1
23,355,12
23,360,1
23,372,1
23,374,1
23,379,2
23,380,1
23,400,1
23,421,2
23,455,3
23,491,1
23,496,1
23,508,1
23,514,2
23,534,1
23,578,3
23,584,1
23,590,1
23,603,3
23,607,28009
23,669,4
23,672,1
23,689,1
23,705,1
23,723,2
23,739,3
23,742,2
23,743,2
23,744,2
23,745,2
23,748,28173
23,762,3
23,771,2
23,774,2
23,788,1
23,792,1
23,805,1
23,826,1
23,833,1
23,866,6485
23,907,1
23,909,3
23,927,1
23,928,1
23,935,2
